GEOID,NAME,PR_Pop_AfricanAmerican_BlackE,PR_Pop_AfricanAmerican_BlackM,PR_Pop_WhiteE,PR_Pop_WhiteM,PR_Pop_AsianE,PR_Pop_AsianM,PR_Pop_BachelorsE,PR_Pop_BachelorsM,PR_Pop_NativeE,PR_Pop_NativeM,PR_Pop_EducationE,PR_Pop_EducationM,Asian_Percent,AfricanAmerican_Black_Percent,White_Percent,Bachelors_Percent
"72079991100","Census Tract 9911, Lajas Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72087990000","Census Tract 9900, Loíza Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72091990025","Census Tract 9900.25, Manatí Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72095990000","Census Tract 9900, Maunabo Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72097990000","Census Tract 9900, Mayagüez Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72103990013","Census Tract 9900.13, Naguabo Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72109990000","Census Tract 9900, Patillas Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72113993000","Census Tract 9930, Ponce Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72115990000","Census Tract 9900, Quebradillas Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72117990400","Census Tract 9904, Rincón Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
"72119992700","Census Tract 9927, Río Grande Municipio, Puerto Rico",0,13,0,13,0,13,0,13,0,13,0,13,,,,
